year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,23333.33,9463.43,63092.31,6918.32
2018,23250.0,9461.34,63092.31,6918.32
2019,23250.0,9459.2,63092.31,6918.32
2020,23250.0,9456.98,63092.31,6918.32
2021,23250.0,9454.34,63092.31,6918.32
2022,23250.0,9452.57,63092.31,6918.32
2023,23250.0,9451.23,63092.31,6918.32
2024,23250.0,9449.69,63092.31,7940.86
2025,23250.0,9447.82,63092.31,7940.86
2026,23250.0,9445.43,63092.31,7940.86
2027,23250.0,9442.86,63092.31,7940.86
2028,23250.0,9440.2,63092.31,7940.86
2029,23166.67,9437.67,63092.31,7940.86
2030,23166.67,9435.05,63092.31,7940.86
2031,23166.67,9432.53,63092.31,7940.86
2032,23166.67,9429.9,63092.31,8963.4
2033,23166.67,9427.47,63092.31,8963.4
2034,23166.67,9425.0,63092.31,8963.4
2035,23166.67,9422.62,63092.31,8963.4
2036,23166.67,9420.37,63092.31,8963.4
2037,23166.67,9417.9,63092.31,8963.4
2038,23166.67,9415.91,63092.31,8963.4
2039,23166.67,9413.99,63092.31,8963.4
2040,23166.67,9412.19,63092.31,8963.4
