year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,40887.22,273329.57,48116.67,16009.08,117776.0,98354.68
2018,43928.88,293673.0,50347.41,16727.92,122988.46,102707.6
2019,48138.68,321818.32,53433.65,17719.94,130199.96,108729.92
2020,50108.74,335036.93,54883.12,18192.76,133586.88,111558.33
2021,51478.3,344269.95,55895.56,18529.34,135952.6,113533.94
2022,52501.55,351163.94,56651.51,18779.83,137719.0,115009.07
2023,53208.7,355934.34,57174.6,18953.98,138941.29,116029.8
2024,53780.85,359812.2,66113.23,19098.15,139934.89,121187.69
2025,54479.91,364551.82,66709.76,19274.5,141149.29,122239.39
2026,55325.45,370291.68,67432.18,19488.98,142619.98,123513.05
2027,56022.04,375046.69,68030.65,19670.29,143838.32,124568.17
2028,56600.32,379016.89,68530.35,19824.83,144855.58,125449.15
2029,57383.89,384356.65,69202.42,20026.91,146223.76,126634.03
2030,57858.14,387634.37,69614.95,20157.36,147063.59,127361.34
2031,58721.55,393512.73,70354.81,20378.77,148569.76,128665.73
2032,59581.45,399375.7,80247.34,20600.66,150071.99,134608.38
2033,60455.95,405331.0,81093.39,20824.9,151597.88,135977.04
2034,61380.32,411624.84,81987.55,21061.58,153210.51,137423.5
2035,61943.94,415502.71,82538.47,21212.89,154204.11,138314.72
2036,62866.63,421781.16,83430.44,21448.2,155812.8,139757.65
2037,63428.98,425659.03,83981.36,21600.52,156806.4,140648.87
2038,64361.74,431999.04,84882.07,21836.95,158430.86,142105.94
2039,65076.51,436877.15,85575.1,22021.47,159680.75,143227.04
2040,66094.82,443786.53,86556.7,22277.26,161451.09,144814.96
