year,Base case cost,Modeled residential energy efficiency
2017,1805226.41543,1978390.05485
2018,1931372.6546,2095363.42652
2019,2095671.97923,2247314.66028
2020,2202996.8072,2348641.84412
2021,2300922.77209,2442686.98046
2022,2394223.55723,2532812.54224
2023,2486202.89186,2622675.06129
2024,2568608.26769,2703316.42413
2025,2659226.36656,2792170.51002
2026,2754475.83546,2884597.55816
2027,2851093.0214,2979097.92852
2028,2945030.94973,3071271.84387
2029,3043927.42157,3168051.50013
2030,3143488.00479,3266200.87297
2031,3252975.43947,3372865.88688
2032,3367530.57247,3484951.40171
2033,3475785.60059,3590736.81166
2034,3597816.40153,3709945.19183
2035,3707785.99454,3818150.77186
2036,3841012.41007,3948554.76662
