year,Base case cost,Modeled diesel efficiency
2019,761661.679239,1030738.27556
2020,815743.13999,1079903.23988
2021,853524.152383,1114249.61479
2022,880155.878459,1138460.27485
2023,901354.772459,1157731.99667
2024,916755.134331,1171732.32565
2025,934980.22918,1188300.59369
2026,961190.322683,1212127.95142
2027,979207.181404,1228506.9139
2028,997047.400314,1244725.29472
2029,1017714.37813,1263513.45637
2030,1030515.71111,1275151.03181
2031,1056125.89684,1298433.01884
2032,1078804.01575,1319049.49057
2033,1104344.81198,1342268.39624
2034,1129565.14488,1365195.9716
2035,1144315.65302,1378605.52446
2036,1169460.29078,1401464.28606
2037,1186756.75758,1417188.34678
2038,1211825.46814,1439978.08365
