year,Base case cost,Modeled non-residential energy efficiency
2017,1933790.69733,2007906.40188
2018,2063981.73617,2126812.46825
2019,2250588.89184,2297244.49672
2020,2337382.91773,2376515.20764
2021,2402478.43715,2435968.24082
2022,2445875.4501,2475603.59628
2023,2480593.06046,2507311.88065
2024,2506631.26822,2531093.09392
2025,2537009.17729,2558837.84274
2026,2580406.19023,2598473.1982
2027,2610784.09929,2626217.94702
2028,2641162.00836,2653962.69584
2029,2675879.61871,2685670.98021
2030,2697578.12519,2705488.65794
2031,2740975.13813,2745124.01339
