year,Base case cost,Modeled transmission and interties
2021,982741.768647,
2022,1012887.22167,
2023,1037003.58409,
2024,1055090.85591,
2025,1075948.41686,
2026,1106087.02798,
2027,1126928.16834,
2028,1147499.05329,
2029,1171327.37132,
2030,1186113.42183,
2031,1215664.99712,
2032,1241898.93051,
2033,1271390.29699,
2034,1300558.04116,
2035,1317678.55117,
2036,1346772.40271,
2037,1366832.88121,
2038,1395850.78756,
2039,1418840.97169,
2040,1450772.16308,
