year,Base case diesel consumed,Modeled residential ashp
2017,215686.551873,13133.1390012
2018,215686.551873,13133.1390012
2019,216794.643658,14241.2307863
2020,216794.643658,14241.2307863
2021,216794.643658,14241.2307863
2022,216794.643658,14241.2307863
2023,216794.643658,14241.2307863
2024,215686.551873,13133.1390012
2025,215686.551873,13133.1390012
2026,215686.551873,13133.1390012
2027,214578.460088,12025.0472161
2028,213470.368302,10916.9554311
2029,213470.368302,10916.9554311
2030,212362.276517,9808.86364598
2031,211254.184732,8700.7718609
