year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,59918.5534377,44339.7295439
2018,59918.5534377,44339.7295439
2019,59918.5534377,44339.7295439
2020,59918.5534377,44339.7295439
2021,59918.5534377,44339.7295439
2022,59918.5534377,44339.7295439
2023,59918.5534377,44339.7295439
2024,59918.5534377,44339.7295439
2025,59918.5534377,44339.7295439
2026,59918.5534377,44339.7295439
2027,59918.5534377,44339.7295439
2028,59918.5534377,44339.7295439
2029,59918.5534377,44339.7295439
2030,59918.5534377,44339.7295439
2031,59918.5534377,44339.7295439
