year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,47103.73,0.0,4165.57,6495.82
2018,47021.62,0.0,4165.57,6495.82
2019,46939.51,0.0,4165.57,5473.27
2020,46939.51,0.0,4165.57,5473.27
2021,46857.4,0.0,4165.57,5473.27
2022,46775.28,0.0,4165.57,5473.27
2023,46693.17,0.0,4165.57,5473.27
2024,46611.06,0.0,4165.57,5473.27
2025,46528.95,0.0,4165.57,5473.27
2026,46446.84,0.0,4165.57,5473.27
2027,46364.73,0.0,4165.57,5473.27
2028,46282.61,0.0,4165.57,4450.73
2029,46118.39,0.0,4165.57,4450.73
2030,46036.28,0.0,4165.57,4450.73
2031,45954.17,0.0,4165.57,4450.73
2032,45872.05,,,4450.73
2033,45707.83,,,4450.73
2034,45625.72,,,4450.73
2035,45543.61,,,4450.73
2036,45379.38,,,3428.18
