year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,239730.74,2459.51,205090.17,150102.21
2018,239351.54,2474.5,205090.17,153402.18
2019,238972.34,2489.8,205090.17,157802.15
2020,238517.3,2505.34,205090.17,161102.12
2021,238138.1,2521.16,205090.17,165502.08
2022,237683.06,2537.35,205090.17,168802.05
2023,237228.02,2553.99,205090.17,173202.02
2024,236848.82,2571.04,205090.17,177601.98
2025,236317.94,2588.35,205090.17,182001.94
2026,235862.89,2605.84,205090.17,186401.9
2027,235407.85,2623.52,205090.17,190801.87
2028,234952.81,2641.47,205090.17,195201.83
2029,234421.93,2659.98,205090.17,199601.79
2030,233966.89,2678.8,205090.17,204001.76
2031,233436.01,2697.88,205090.17,208401.72
