year,Base case diesel consumed,Modeled residential ashp
2017,26426.739457,-123675.471198
2018,27007.7269372,-123094.483718
2019,27782.3769108,-122319.833744
2020,28363.364391,-121738.846264
2021,29138.0143646,-120964.19629
2022,29719.0018448,-120383.20881
2023,30493.6518184,-119608.558836
2024,31268.301792,-118833.908863
2025,32042.9517656,-118059.258889
2026,32817.6017392,-117284.608916
2027,33592.2517129,-116509.958942
2028,34366.9016865,-115735.308968
2029,35141.5516601,-114960.658995
2030,35916.2016337,-114186.009021
2031,36690.8516073,-113411.359048
