year,Base case cost,Modeled residential energy efficiency
2017,1418241.04473,1323227.63739
2018,1524241.05899,1408177.73341
2019,1675158.09927,1531808.88757
2020,1759110.70827,1600802.69782
2021,1841518.06622,1671292.82045
2022,1903910.02255,1723829.37853
2023,1968648.99981,1780772.2742
2024,2034258.79482,1838688.55158
2025,2100739.40756,1897575.80709
2026,2173693.64488,1962057.35485
2027,2244903.90034,2025379.01372
2028,2314183.57012,2087351.94099
2029,2387322.06486,2152786.21615
2030,2452305.15442,2211619.76421
2031,2533472.30542,2284281.38579
