year,Base case diesel consumed,Modeled non-residential ashp
2017,28302.4428975,-33224.6068182
2018,28302.4428975,-33224.6068182
2019,28302.4428975,-33224.6068182
2020,28302.4428975,-33224.6068182
2021,28302.4428975,-33224.6068182
2022,28302.4428975,-33224.6068182
2023,28302.4428975,-33224.6068182
2024,28302.4428975,-33224.6068182
2025,28302.4428975,-33224.6068182
2026,28302.4428975,-33224.6068182
2027,28302.4428975,-33224.6068182
2028,28302.4428975,-33224.6068182
2029,28302.4428975,-33224.6068182
2030,28302.4428975,-33224.6068182
2031,28302.4428975,-33224.6068182
