year,Base case cost,Modeled diesel efficiency
2019,179547.197233,319288.221538
2020,187443.154282,322808.626117
2021,192935.993968,324230.106725
2022,197055.623732,324486.933665
2023,199802.043575,323577.144935
2024,202205.160938,322435.103497
2025,204951.580781,321683.124623
2026,208384.605584,321631.474177
2027,211131.025427,321029.994756
2028,213190.840309,319876.943484
2029,216280.562633,319731.084659
2030,218910.868417,319236.824991
2031,222008.663725,319235.183594
2032,225450.658511,319612.493426
2033,228892.653298,320054.297925
2034,231729.174249,320008.654935
2035,233788.989132,319318.422397
2036,238186.039221,320813.014631
2037,240251.236093,320246.397869
2038,243693.23088,320988.698504
