year,Base case cost,Modeled residential energy efficiency
2017,360875.07901,361951.564905
2018,378704.169658,379313.532071
2019,413187.645387,413224.196595
2020,424277.162618,423979.399795
2021,431991.609387,431421.618808
2022,437777.444464,436972.044638
2023,441634.667848,440630.601552
2024,445009.73831,443818.484131
2025,437352.494159,435968.664987
2026,453688.490925,452098.232379
2027,457545.714309,455768.690065
2028,460438.631848,458494.438305
2029,464778.008155,462644.192351
2030,479691.079984,477395.505209
2031,484147.153236,481667.239718
