year,Base case diesel consumed,Modeled residential ashp
2017,3726.84459387,-19849.9270978
2018,3726.84459387,-19849.9270978
2019,3860.85078724,-19715.9209044
2020,3860.85078724,-19715.9209044
2021,3860.85078724,-19715.9209044
2022,3860.85078724,-19715.9209044
2023,3860.85078724,-19715.9209044
2024,3860.85078724,-19715.9209044
2025,3726.84459387,-19849.9270978
2026,3860.85078724,-19715.9209044
2027,3860.85078724,-19715.9209044
2028,3860.85078724,-19715.9209044
2029,3860.85078724,-19715.9209044
2030,3994.85698061,-19581.9147111
2031,3994.85698061,-19581.9147111
