year,Base case cost,Modeled non-residential energy efficiency
2017,7810592.77221,9773941.13508
2018,7810682.89329,9703551.78985
2019,7810806.80977,9634838.76651
2020,7810863.13545,9567688.33662
2021,7810905.37971,9502102.30174
2022,7810933.54254,9438043.75177
2023,7810956.07281,9375482.89453
2024,7810972.97052,9314384.5301
2025,7810992.6845,9254720.53562
2026,7811018.03106,9196459.42573
2027,7811040.56133,9139562.16652
2028,7811057.45903,9083994.6596
2029,7811079.9893,9029733.97688
2030,7811094.07072,8976739.16793
2031,7811119.41727,8924995.00483
