year,Base case cost,Modeled water and wastewater efficiency
2017,83968.7628497,321914.524292
2018,90225.8443483,319813.527092
2019,98722.6429665,319312.304683
2020,102808.210071,316084.903183
2021,105980.919982,312402.154104
2022,108209.52724,308239.636695
2023,110060.404566,303962.886447
2024,111533.666574,299569.038485
2025,113206.167931,295430.618915
2026,115266.460206,291667.15915
2027,117152.803499,287910.775002
2028,118667.952955,284030.228743
2029,120501.031257,280468.123739
2030,121784.633607,276661.133917
2031,123860.205376,273478.782883
