year,Base case diesel consumed,Modeled non-residential ashp
2017,9491771.09478,9491771.09478
2018,9491771.09478,9491771.09478
2019,9491771.09478,9491771.09478
2020,9491771.09478,9491771.09478
2021,9491771.09478,9491771.09478
2022,9491771.09478,9491771.09478
2023,9491771.09478,9491771.09478
2024,9491771.09478,9491771.09478
2025,9491771.09478,9491771.09478
2026,9491771.09478,9491771.09478
2027,9491771.09478,9491771.09478
2028,9491771.09478,9491771.09478
2029,9491771.09478,9491771.09478
2030,9491771.09478,9491771.09478
2031,9491771.09478,9491771.09478
