year,Base case cost,Modeled diesel efficiency
2019,3649.45390705,148953.592723
2020,3859.79707172,145731.472203
2021,4017.55444522,142541.546611
2022,4122.72602756,139381.940942
2023,4206.86329343,136279.507305
2024,4269.96624283,133232.457537
2025,4343.58635046,130267.728581
2026,4438.24077456,127393.176178
2027,4522.37804043,124578.451824
2028,4585.48098983,121812.368151
2029,4669.6182557,119131.581209
2030,4722.20404687,116486.734756
2031,4816.85847097,113943.241519
2032,4911.51289507,111461.378209
2033,5016.68447741,109049.261389
2034,5111.33890151,106686.358396
2035,5174.44185091,104352.169554
2036,5279.61343325,102112.276996
2037,5342.71638265,99888.8785882
2038,5447.88796499,97757.1798191
