year,Base case diesel consumed,Modeled non-residential ashp
2017,113833.418517,79683.3929958
2018,113833.418517,79683.3929958
2019,113833.418517,79683.3929958
2020,113833.418517,79683.3929958
2021,113833.418517,79683.3929958
2022,113833.418517,79683.3929958
2023,113833.418517,79683.3929958
2024,113833.418517,79683.3929958
2025,113833.418517,79683.3929958
2026,113833.418517,79683.3929958
2027,113833.418517,79683.3929958
2028,113833.418517,79683.3929958
2029,113833.418517,79683.3929958
2030,113833.418517,79683.3929958
2031,113833.418517,79683.3929958
