year,Base case cost,Modeled residential energy efficiency
2017,783736.236893,758763.96113
2018,828780.374318,796644.945436
2019,899104.608956,856940.765706
2020,933884.655768,886945.377105
2021,961636.115805,911354.032353
2022,984665.136878,931995.33572
2023,1004097.25706,949756.053503
2024,1022417.60708,966643.772906
2025,1063565.87494,1006120.63837
2026,1086474.41594,1026880.23344
2027,1106884.05829,1045618.47339
2028,1126099.32297,1063401.10745
2029,1159366.84001,1094758.45032
2030,1176165.81354,1110602.33677
2031,1200285.93132,1132573.50861
2032,1236042.01029,1166180.64165
2033,1260781.68437,1188771.36979
2034,1297405.14217,1223245.88165
2035,1318189.94949,1242598.05835
2036,1355598.1786,1277857.34152
