year,Base case cost,Modeled non-residential energy efficiency
2017,725526.172537,818309.166564
2018,765206.571768,856560.721246
2019,820759.130691,910112.897802
2020,847212.730178,935613.934257
2021,865730.24982,953464.659776
2022,878957.049563,966215.178003
2023,888215.809384,975140.540762
2024,896151.88923,982790.851699
2025,905410.64905,991716.214458
2026,917314.76882,1003191.68086
2027,926573.52864,1012117.04362
2028,934509.608486,1019767.35456
2029,945091.048281,1029967.76914
2030,950381.768179,1035067.97643
2031,962285.887948,1046543.44284
