year,Base case cost,Modeled non-residential energy efficiency
2017,280588.239019,280385.274005
2018,295114.455417,293394.002094
2019,315583.214888,312170.832141
2020,325157.312059,320440.769946
2021,332090.278977,326180.922384
2022,337042.398203,330028.961682
2023,340673.952303,332622.572735
2024,343645.223839,334599.452811
2025,346946.636657,336916.417695
2026,351238.47332,340211.188537
2027,354870.02742,342887.753081
2028,357841.298956,344945.642437
2029,362133.135619,348299.037189
2030,364444.124591,349756.425985
2031,368735.961254,353146.649132
