year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,353788
2004,,0,0,0,0,0,309488
2005,,0,0,0,0,0,342542
2006,,0,0,0,0,0,359511
2007,,0,0,0,0,0,437223
2008,,0,0,0,0,0,473425
2009,,0,0,0,0,0,469251
2010,,0,0,0,0,0,509533
2011,,0,0,0,0,0,471626
2012,,0,0,0,0,6642,437041
2013,,0,0,0,0,443142,81404
2014,start of forecast,0,0,0,0,443142,21858
2015,,0,0,0,0,443142,21858
2016,,0,0,0,0,443142,21858
2017,,0,0,0,0,443142,20858
2018,,0,0,0,0,443142,20858
2019,,0,0,0,0,443142,20858
2020,,0,0,0,0,443142,19858
2021,,0,0,0,0,443142,19858
2022,,0,0,0,0,443142,19858
2023,,0,0,0,0,443142,19858
2024,,0,0,0,0,443142,19858
2025,,0,0,0,0,443142,18858
2026,,0,0,0,0,443142,18858
2027,,0,0,0,0,443142,18858
2028,,0,0,0,0,443142,18858
2029,,0,0,0,0,443142,18858
2030,,0,0,0,0,443142,17858
2031,,0,0,0,0,443142,17858
2032,,0,0,0,0,443142,17858
2033,,0,0,0,0,443142,17858
2034,,0,0,0,0,443142,17858
2035,,0,0,0,0,443142,16858
2036,,0,0,0,0,443142,16858
2037,,0,0,0,0,443142,16858
2038,,0,0,0,0,443142,16858
2039,,0,0,0,0,443142,15858
2040,,0,0,0,0,443142,15858
