year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,2279.28,5395.9,28769.95,6485.27
2018,2279.28,5396.71,28769.95,7006.47
2019,2279.28,5397.29,28769.95,7006.47
2020,2170.0,5397.88,28769.95,7006.47
2021,2170.0,5398.4,28769.95,7006.47
2022,2170.0,5399.0,28769.95,7006.47
2023,2170.0,5399.37,28769.95,7006.47
2024,2170.0,5399.8,28769.95,7006.47
2025,2060.72,5400.14,28769.95,7006.47
2026,2060.72,5400.54,28769.95,7006.47
2027,2060.72,5400.88,28769.95,7006.47
2028,2060.72,5401.33,28769.95,7006.47
2029,2060.72,5401.66,28769.95,7006.47
2030,1951.45,5402.15,28769.95,7006.47
2031,1951.45,5402.54,28769.95,7006.47
2032,1951.45,5402.97,28769.95,7527.68
2033,1951.45,5403.41,28769.95,7527.68
2034,1951.45,5403.88,28769.95,7527.68
2035,1842.17,5404.57,28769.95,7527.68
2036,1842.17,5405.04,28769.95,7527.68
2037,1842.17,5405.55,28769.95,7527.68
2038,1842.17,5406.12,28769.95,7527.68
2039,1732.9,5406.89,28769.95,7527.68
2040,1732.9,5407.64,28769.95,7527.68
