year,Base case cost,Modeled water and wastewater efficiency
2017,59722.263196,46463.4839235
2018,62534.2766336,48246.987519
2019,66490.9518336,50793.9311605
2020,68345.9866579,51944.7092174
2021,69690.821528,52757.9866677
2022,70654.649914,53319.7510908
2023,71360.7493558,53711.7952832
2024,71940.178897,54021.4250813
2025,72582.224606,54374.4444014
2026,73416.3610714,54857.0319237
2027,74122.2789055,55255.984553
2028,74702.3896061,55572.9676619
2029,75536.0151745,56060.1653171
2030,75989.2720413,56295.9807697
2031,76823.9671577,56787.0557856
