year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,28769.9498504,21289.7628893
2018,28769.9498504,21289.7628893
2019,28769.9498504,21289.7628893
2020,28769.9498504,21289.7628893
2021,28769.9498504,21289.7628893
2022,28769.9498504,21289.7628893
2023,28769.9498504,21289.7628893
2024,28769.9498504,21289.7628893
2025,28769.9498504,21289.7628893
2026,28769.9498504,21289.7628893
2027,28769.9498504,21289.7628893
2028,28769.9498504,21289.7628893
2029,28769.9498504,21289.7628893
2030,28769.9498504,21289.7628893
2031,28769.9498504,21289.7628893
