year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,335124.0,130731.0,204393.0
2004,,295269.0,130944.0,164325.0
2005,,319060.0,121855.0,197205.0
2006,,317352.0,130488.0,186864.0
2007,,332173.0,137140.0,195033.0
2008,,375739.0,145958.0,229781.0
2009,,371866.0,143220.0,228646.0
2010,,420529.0,148872.0,271657.0
2011,,393489.0,163194.0,230295.0
2012,,376613.0,164212.0,212401.0
2013,,422061.0,162213.0,259848.0
2014,start of forecast,385948.0,151767.0,234181.0
2015,,385635.0,151454.0,234181.0
2016,,385349.0,151168.0,234181.0
2017,,385099.0,150918.0,234181.0
2018,,384785.0,150603.0,234181.0
2019,,384561.0,150379.0,234181.0
2020,,384336.0,150154.0,234181.0
2021,,384135.0,149954.0,234181.0
2022,,383903.0,149722.0,234181.0
2023,,383758.0,149576.0,234181.0
2024,,383592.0,149410.0,234181.0
2025,,383460.0,149279.0,234181.0
2026,,383307.0,149126.0,234181.0
2027,,383177.0,148996.0,234181.0
2028,,383003.0,148822.0,234181.0
2029,,382873.0,148691.0,234181.0
2030,,382686.0,148505.0,234181.0
2031,,382533.0,148351.0,234181.0
2032,,382368.0,148187.0,234181.0
2033,,382199.0,148018.0,234181.0
2034,,382016.0,147835.0,234181.0
2035,,381751.0,147570.0,234181.0
2036,,381566.0,147385.0,234181.0
2037,,381369.0,147188.0,234181.0
2038,,381150.0,146969.0,234181.0
2039,,380854.0,146673.0,234181.0
2040,,380561.0,146380.0,234181.0
