year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,33047.5873368,23346.8546292
2018,33047.5873368,23346.8546292
2019,33047.5873368,23346.8546292
2020,33047.5873368,23346.8546292
2021,33047.5873368,23346.8546292
2022,33047.5873368,23346.8546292
2023,33047.5873368,23346.8546292
2024,33047.5873368,23346.8546292
2025,33047.5873368,23346.8546292
2026,33047.5873368,23346.8546292
2027,33047.5873368,23346.8546292
2028,33047.5873368,23346.8546292
2029,33047.5873368,23346.8546292
2030,33047.5873368,23346.8546292
2031,33047.5873368,23346.8546292
