year,Base case cost,Modeled diesel efficiency
2019,160289.070156,327065.381388
2020,171225.312651,332757.075233
2021,178999.853647,335674.112373
2022,185220.832167,337276.102666
2023,189717.042337,337405.124533
2024,193410.304431,336896.969373
2025,197970.810257,337267.819176
2026,203420.98853,338535.940337
2027,208060.742489,339153.716444
2028,212389.484904,339573.133858
2029,217898.725466,341148.133287
2030,222232.701248,341735.180338
2031,228831.22984,344459.49624
2032,234314.303566,346246.504736
2033,240693.778354,348923.367026
2034,246911.018755,351525.930982
2035,253324.884242,354378.716902
2036,259670.715955,357239.450907
2037,264421.865876,358718.635135
2038,271136.276174,362049.165118
