year,Base case diesel consumed,Modeled residential ashp
2017,5911.71281215,-31076.1575038
2018,6056.12452643,-30931.7457895
2019,6200.5362407,-30787.3340752
2020,6200.5362407,-30787.3340752
2021,6344.94795497,-30642.922361
2022,6489.35966924,-30498.5106467
2023,6489.35966924,-30498.5106467
2024,6633.77138351,-30354.0989324
2025,6633.77138351,-30354.0989324
2026,6778.18309778,-30209.6872182
2027,6922.59481206,-30065.2755039
2028,6922.59481206,-30065.2755039
2029,7067.00652633,-29920.8637896
2030,7355.82995487,-29632.0403611
2031,7355.82995487,-29632.0403611
