year,Base case diesel consumed,Modeled diesel efficiency
2019,57866.0903092,52605.5366447
2020,58239.9022621,52945.3656928
2021,58688.4766056,53353.1605505
2022,58987.5261679,53625.023789
2023,59286.5757302,53896.8870275
2024,59510.8629019,54100.7844563
2025,59809.9124643,54372.6476948
2026,60183.7244172,54712.4767429
2027,60482.7739795,54984.3399814
2028,60856.5859324,55324.1690294
2029,61379.9226665,55799.9296968
2030,61903.2594005,56275.6903641
2031,62351.833744,56683.4852218
2032,62650.8833063,56955.3484603
2033,63174.2200404,57431.1091276
2034,63473.2696027,57702.9723661
2035,64295.6558991,58450.5962719
2036,64594.7054614,58722.4595104
2037,64968.5174143,59062.2885585
2038,65491.8541484,59538.0492258
