year,Base case cost,Modeled non-residential energy efficiency
2017,874848.674988,957406.942715
2018,926294.181285,1004303.3463
2019,1000032.74031,1073599.42222
2020,1032614.8943,1101843.21378
2021,1056622.79724,1121614.43467
2022,1073771.29934,1134625.55196
2023,1085775.2508,1142589.08857
2024,1096064.35206,1148932.47218
2025,1108068.30353,1157083.18378
2026,1123501.95542,1168753.90611
2027,1135505.90689,1177083.12166
2028,1145795.00815,1183783.61365
2029,1159513.80983,1193997.91406
2030,1168088.06088,1199149.80062
2031,1183521.71277,1211241.29967
