year,Base case cost,Modeled residential energy efficiency
2017,300216.825007,336270.592378
2018,329048.643507,358745.291731
2019,369262.415104,390658.246709
2020,384660.344044,401461.194417
2021,402444.282415,415453.422088
2022,417268.727546,427135.780415
2023,423139.171941,430360.137066
2024,434933.57983,439698.136282
2025,447764.145839,449955.673518
2026,455565.818472,454914.134823
2027,468720.886894,465565.848927
2028,474006.654785,468534.596276
2029,488338.969333,480277.286813
2030,492814.319912,482653.222689
2031,508352.098188,495512.029073
2032,515625.529519,500289.779729
2033,531530.136608,513575.847893
2034,547688.702107,527145.032851
2035,553313.081212,530666.655708
2036,570761.763241,545429.523333
