year,Base case cost,Modeled diesel efficiency
2019,1291156.56994,1551346.04145
2020,1361213.60138,1606185.01727
2021,1411346.11833,1643118.20205
2022,1446048.61396,1666226.63764
2023,1469301.06495,1679123.73753
2024,1488858.8496,1688855.20976
2025,1512128.40552,1702149.65235
2026,1542892.66052,1722441.66944
2027,1565895.37942,1735857.63882
2028,1584981.75202,1745888.97139
2029,1612693.11791,1763932.76742
2030,1628377.66069,1771210.62751
2031,1659069.39075,1792294.99796
2032,1685249.52271,1809437.69374
2033,1715040.16471,1830018.70479
2034,1744351.86847,1850316.69381
2035,1762613.09892,1860717.60298
2036,1795999.19862,1885013.71069
2037,1810298.24153,1892099.86015
2038,1843390.13631,1916409.00586
