year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,171485.020989,126898.915532
2018,171485.020989,126898.915532
2019,171485.020989,126898.915532
2020,171485.020989,126898.915532
2021,171485.020989,126898.915532
2022,171485.020989,126898.915532
2023,171485.020989,126898.915532
2024,171485.020989,126898.915532
2025,171485.020989,126898.915532
2026,171485.020989,126898.915532
2027,171485.020989,126898.915532
2028,171485.020989,126898.915532
2029,171485.020989,126898.915532
2030,171485.020989,126898.915532
2031,171485.020989,126898.915532
