year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,4032100
2004,,0,0,0,0,0,4464700
2005,,0,0,0,0,0,4745900
2006,,0,0,0,0,0,4928200
2007,,0,0,0,0,0,0
2008,,0,0,0,0,0,0
2009,,0,0,0,0,0,5776226
2010,,0,0,0,0,0,4983734
2011,,0,0,0,0,0,4830200
2012,,0,0,0,0,0,5901484
2013,,0,0,0,0,0,4758700
2014,start of forecast,0,0,0,0,0,5748000
2015,,0,0,0,0,0,5733000
2016,,0,0,0,0,0,5717000
2017,,0,0,0,0,0,5700000
2018,,0,0,0,0,0,5683000
2019,,0,0,0,0,0,5667000
2020,,0,0,0,0,0,5652000
2021,,0,0,0,0,0,5636000
2022,,0,0,0,0,0,5621000
2023,,0,0,0,0,0,5607000
2024,,0,0,0,0,0,5594000
2025,,0,0,0,0,0,5581000
2026,,0,0,0,0,0,5568000
2027,,0,0,0,0,0,5555000
2028,,0,0,0,0,0,5542000
2029,,0,0,0,0,0,5533000
2030,,0,0,0,0,0,5522000
2031,,0,0,0,0,0,5511000
2032,,0,0,0,0,0,5498000
2033,,0,0,0,0,0,5485000
2034,,0,0,0,0,0,5471000
2035,,0,0,0,0,0,5458000
2036,,0,0,0,0,0,5446000
2037,,0,0,0,0,0,5433000
2038,,0,0,0,0,0,5421000
2039,,0,0,0,0,0,5407000
2040,,0,0,0,0,0,5392000
