year,Base case diesel consumed,Modeled diesel efficiency
2019,387734.705688,352486.09608
2020,386708.409484,351553.099531
2021,385613.693534,350557.903212
2022,384587.39733,349624.906664
2023,383629.520874,348754.109885
2024,382740.064164,347945.512876
2025,381850.607454,347136.915867
2026,380961.150744,346328.318859
2027,380071.694035,345519.72185
2028,379182.237325,344711.124841
2029,378566.459603,344151.326912
2030,377813.842387,343467.129443
2031,377061.225171,342782.931974
2032,376171.768461,341974.334965
2033,375282.311752,341165.737956
2034,374324.435295,340294.941177
2035,373434.978585,339486.344168
2036,372613.941623,338739.94693
2037,371724.484913,337931.349921
2038,370903.44795,337184.952682
