year,Base case cost,Modeled non-residential energy efficiency
2017,1805753.7005,1746845.5366
2018,1910610.2614,1837528.58826
2019,2056244.37377,1965049.42686
2020,2126148.74771,2024410.46562
2021,2172751.66367,2062857.6307
2022,2207703.85064,2090888.47384
2023,2233917.99087,2111125.93174
2024,2254306.7666,2126192.98677
2025,2277608.22458,2143962.44058
2026,2306735.04705,2167057.36378
2027,2332949.18728,2187601.3204
2028,2353337.96301,2202967.69059
2029,2379552.10324,2223654.33164
2030,2397028.19673,2236535.15482
2031,2426155.0192,2259982.75768
