year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,27001.32,953478.58,506454.84,17552.55,852275.12,338485.18
2018,29124.76,1018486.61,543670.37,18553.18,892123.65,357819.25
2019,32046.11,1108775.54,593848.53,19915.12,947468.83,383743.14
2020,33622.61,1152114.23,622112.51,20672.67,974034.52,398332.88
2021,35082.15,1181006.69,651221.36,21424.97,991744.97,413375.13
2022,36045.67,1202676.03,669681.37,21906.3,1005027.82,422863.63
2023,36840.89,1218928.04,685617.61,22310.03,1014989.95,431046.35
2024,37723.3,1231568.49,699871.35,22782.53,1022738.28,438358.55
2025,38567.69,1246014.72,723081.8,23221.78,1031593.5,450266.93
2026,39508.07,1264072.51,740607.77,23699.76,1042662.54,459198.3
2027,40414.85,1280324.51,757365.25,24164.67,1052624.67,467724.87
2028,41280.16,1292964.96,772336.27,24620.66,1060373.0,475337.4
2029,42187.99,1309216.97,789447.2,25083.22,1070335.13,484011.96
2030,42960.59,1320051.64,803722.5,25490.13,1076976.55,491250.17
2031,43885.04,1338109.43,822194.46,25951.25,1088045.59,500577.62
2032,,,841902.69,,,510505.73
2033,,,860800.86,,,520011.64
2034,,,889684.9,,,534544.63
2035,,,905903.37,,,542679.47
2036,,,926588.78,,,553016.73
