year,Base case cost,Modeled residential energy efficiency
2017,844940.019602,843170.407951
2018,901489.615762,891074.039083
2019,977591.677059,956150.473866
2020,1020445.39595,992556.218047
2021,1064596.49673,1031704.3374
2022,1092544.99908,1055397.74084
2023,1116663.96101,1075834.30162
2024,1138229.89601,1094115.377
2025,1173348.73221,1125823.83569
2026,1199806.06648,1148570.17351
2027,1225090.12356,1170363.40301
2028,1247673.6733,1189849.17671
2029,1273459.16374,1212233.02286
2030,1294972.67257,1230909.81428
2031,1322772.07847,1255218.66218
2032,1352408.42335,1281231.52028
2033,1380812.49888,1306226.14956
2034,1424229.53157,1346098.90615
2035,1448582.84609,1367642.0253
2036,1479605.50672,1395195.95105
