year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,,0.0,27526.38,9079.62
2018,,0.0,27526.38,9079.62
2019,,0.0,27526.38,9079.62
2020,,0.0,27526.38,9079.62
2021,,0.0,27526.38,9079.62
2022,,0.0,27526.38,9079.62
2023,,0.0,27526.38,9743.84
2024,,0.0,27526.38,10408.07
2025,,0.0,27526.38,11072.3
2026,,0.0,27526.38,11072.3
2027,,0.0,27526.38,11736.53
2028,,0.0,27526.38,11736.53
2029,,0.0,27526.38,15057.66
2030,,0.0,27526.38,17714.58
2031,,0.0,27526.38,19707.26
2032,,0.0,27526.38,19707.26
2033,,0.0,27526.38,18378.8
2034,,0.0,27526.38,17714.58
2035,,0.0,27526.38,17714.58
2036,,0.0,27526.38,18378.8
2037,,0.0,27526.38,21035.71
2038,,0.0,27526.38,23028.4
2039,,0.0,27526.38,23692.62
2040,,0.0,27526.38,23028.4
