year,Base case diesel consumed,Modeled non-residential ashp
2017,79653.3677594,71516.3999104
2018,80767.2452545,72630.2774054
2019,80767.2452545,72630.2774054
2020,80767.2452545,72630.2774054
2021,80767.2452545,72630.2774054
2022,81881.1227495,73744.1549004
2023,81881.1227495,73744.1549004
2024,81881.1227495,73744.1549004
2025,81881.1227495,73744.1549004
2026,81881.1227495,73744.1549004
2027,81881.1227495,73744.1549004
2028,81881.1227495,73744.1549004
2029,81881.1227495,73744.1549004
2030,81881.1227495,73744.1549004
2031,81881.1227495,73744.1549004
