year,Base case cost,Modeled non-residential energy efficiency
2017,126166.204488,149064.192971
2018,134562.444364,156579.328837
2019,146107.274194,167157.595083
2020,151617.306612,171906.550219
2021,155290.661558,174890.826175
2022,158176.869015,177126.341313
2023,160275.928984,178612.781112
2024,161850.223961,179603.89853
2025,163686.901434,180861.573948
2026,166048.343899,182639.574551
2027,168147.403868,184175.433957
2028,169721.698845,185214.812717
2029,171820.758814,186773.678452
2030,173132.671295,187581.464222
2031,175494.11376,189416.33061
