year,Base case cost,Modeled diesel efficiency
2019,43376.084281,179029.850795
2020,45993.6066083,178137.610756
2021,47738.6214931,176528.865087
2022,49109.704617,174655.067149
2023,50106.8559798,172514.461799
2024,50854.7195018,170218.647686
2025,51727.2269443,168105.888981
2026,52849.0222274,166287.863731
2027,53846.1735902,164423.037661
2028,54594.0371123,162396.539285
2029,55591.188475,160660.096846
2030,56214.4080768,158645.660457
2031,57336.2033599,157144.966852
2032,58582.6425634,155816.660295
2033,59704.4378465,154432.73093
2034,60950.87705,153218.451956
2035,61698.7405721,151605.939668
2036,62945.1797756,150500.405847
2037,63568.3993773,148880.777363
2038,64814.8385808,147878.951014
