year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,12464.39,0.0,23037.33,9124.6
2018,12464.39,0.0,23037.33,9124.6
2019,12464.39,0.0,23037.33,9124.6
2020,12464.39,0.0,23037.33,8043.59
2021,12464.39,0.0,23037.33,9124.6
2022,12464.39,0.0,23037.33,8043.59
2023,12464.39,0.0,23037.33,8043.59
2024,12464.39,0.0,23037.33,8043.59
2025,12464.39,0.0,23037.33,8043.59
2026,12464.39,0.0,23037.33,8043.59
2027,12464.39,0.0,23037.33,8043.59
2028,12464.39,0.0,23037.33,8043.59
2029,12464.39,0.0,23037.33,8043.59
2030,12464.39,0.0,23037.33,8043.59
2031,12464.39,0.0,23037.33,8043.59
2032,12464.39,0.0,23037.33,8043.59
2033,12464.39,0.0,23037.33,8043.59
2034,12464.39,0.0,23037.33,8043.59
2035,12464.39,0.0,23037.33,8043.59
2036,12464.39,0.0,23037.33,8043.59
2037,12464.39,0.0,23037.33,8043.59
2038,12464.39,0.0,23037.33,8043.59
2039,12464.39,0.0,23037.33,8043.59
2040,12464.39,0.0,23037.33,8043.59
