year,Base case cost,Modeled biomass for heat (cordwood)
2017,158241.931454,177483.139953
2018,168533.771454,185504.214666
2019,182685.051454,196672.543726
2020,183071.817047,195465.097078
2021,193941.751454,205168.859938
2022,190842.067047,201090.73386
2023,193328.547047,202786.32314
2024,195193.407047,203987.636737
2025,197369.077047,205446.838319
2026,200166.367047,207414.539349
2027,202652.847047,209138.242789
2028,204517.707047,210367.011623
2029,207004.187047,212103.803058
2030,208558.237047,213094.575038
2031,211355.527047,215094.626259
2032,214463.627047,217351.477886
2033,217260.917047,219363.432571
2034,220369.017047,221631.908674
2035,222233.877047,222902.881082
2036,225341.977047,225182.443148
