year,Base case diesel consumed,Modeled residential ashp
2017,78337.2161923,21990.6700398
2018,78337.2161923,21990.6700398
2019,75879.694729,19533.1485765
2020,75879.694729,19533.1485765
2021,73422.1732656,17075.6271131
2022,73422.1732656,17075.6271131
2023,70964.6518023,14618.1056498
2024,70964.6518023,14618.1056498
2025,68507.130339,12160.5841865
2026,68507.130339,12160.5841865
2027,66049.6088757,9703.06272316
2028,66049.6088757,9703.06272316
2029,63592.0874123,7245.54125983
2030,63592.0874123,7245.54125983
2031,61134.565949,4788.0197965
