year,Base case cost,Modeled residential energy efficiency
2017,435272.184331,405719.515438
2018,456836.518035,423223.985703
2019,473031.407034,433764.064913
2020,486483.005643,444605.751311
2021,481648.745871,437886.554943
2022,488893.418796,443681.27664
2023,479027.04303,432799.935014
2024,483236.784338,436139.705584
2025,472913.533745,424801.489132
2026,478343.772225,429071.766629
2027,467517.959323,417230.987868
2028,471453.575735,420296.633543
2029,460170.888008,407998.979956
2030,463336.349644,410439.465979
2031,452840.128004,398638.288233
2032,457722.116692,402360.315939
2033,463214.353966,406547.597107
2034,468706.59124,410734.878276
2035,455443.030449,396601.346748
2036,461317.078895,401025.443966
