year,Base case diesel consumed,Modeled non-residential ashp
2017,78337.2161923,64621.5628189
2018,78337.2161923,64621.5628189
2019,75879.694729,62164.0413556
2020,75879.694729,62164.0413556
2021,73422.1732656,59706.5198923
2022,73422.1732656,59706.5198923
2023,70964.6518023,57248.998429
2024,70964.6518023,57248.998429
2025,68507.130339,54791.4769656
2026,68507.130339,54791.4769656
2027,66049.6088757,52333.9555023
2028,66049.6088757,52333.9555023
2029,63592.0874123,49876.434039
2030,63592.0874123,49876.434039
2031,61134.565949,47418.9125756
