year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,31692.36,0.0,45718.84,56346.55
2018,31778.48,0.0,45718.84,56346.55
2019,31778.48,0.0,45718.84,54578.9
2020,31778.48,0.0,45718.84,54578.9
2021,31778.48,0.0,45718.84,52811.24
2022,31778.48,0.0,45718.84,52811.24
2023,31778.48,0.0,45718.84,51043.59
2024,31864.6,0.0,45718.84,51043.59
2025,31864.6,0.0,45718.84,49275.94
2026,31864.6,0.0,45718.84,49275.94
2027,31864.6,0.0,45718.84,47508.29
2028,31864.6,0.0,45718.84,47508.29
2029,31950.72,0.0,45718.84,45740.64
2030,31950.72,0.0,45718.84,45740.64
2031,31950.72,0.0,45718.84,43972.99
2032,31950.72,,,43972.99
2033,31950.72,,,43972.99
2034,31950.72,,,43972.99
2035,31950.72,,,42205.34
2036,31950.72,,,42205.34
