year,Base case cost,Modeled solar power (pv)
2016,513517.077258,522220.3857
2017,593754.120579,601502.775
2018,651144.273201,658146.968766
2019,729805.997481,735900.412923
2020,765089.019629,770655.381189
2021,789035.493092,794184.117737
2022,810324.13531,815113.448949
2023,825878.003845,830365.066714
2024,838988.643492,843204.915729
2025,853860.264744,857788.342004
2026,868131.777978,871766.620645
2027,880058.017649,883418.402773
2028,889016.222829,892132.240012
2029,904992.994815,907835.771459
2030,912897.810909,915520.083474
2031,927551.0663,929912.599232
2032,942280.709664,944376.362292
2033,957904.679287,959740.733742
2034,972076.447106,973659.05334
2035,982777.294451,984156.884809
