year,Base case cost,Modeled wind power
2019,729805.997481,945689.845327
2020,765089.019629,967040.664914
2021,789035.493092,979427.945942
2022,810324.13531,990422.439305
2023,825878.003845,996943.430859
2024,838988.643492,1001726.72904
2025,853860.264744,1007868.84335
2026,868131.777978,1013281.19743
2027,880058.017649,1016767.24685
2028,889016.222829,1017976.90624
2029,904992.994815,1025513.37577
2030,912897.810909,1026215.11922
2031,927551.0663,1032691.20395
2032,942280.709664,1039094.60942
2033,957904.679287,1046516.32422
2034,972076.447106,1052606.9148
2035,982777.294451,1056448.92845
2036,998348.783514,1064172.94821
2037,1009062.57127,1068256.13274
2038,1025069.9042,1076362.85167
