year,Base case cost,Modeled diesel efficiency
2019,729805.997481,897893.022035
2020,765089.019629,924473.972728
2021,789035.493092,940877.747884
2022,810324.13531,954991.072497
2023,825878.003845,964013.778921
2024,838988.643492,970935.301662
2025,853860.264744,979574.839626
2026,868131.777978,987783.202794
2027,880058.017649,993971.196055
2028,889016.222829,997570.055023
2029,904992.994815,1007655.95218
2030,912897.810909,1010507.73334
2031,927551.0663,1019596.04738
2032,942280.709664,1028853.01189
2033,957904.679287,1039019.88186
2034,972076.447106,1047961.17959
2035,982777.294451,1053839.48852
2036,998348.783514,1064235.8818
2037,1009062.57127,1070304.29629
2038,1025069.9042,1081271.07294
