year,Base case diesel consumed,Modeled residential ashp
2017,12412.5171378,-46856.3884793
2018,12207.7762915,-47061.1293255
2019,12207.7762915,-47061.1293255
2020,12003.0354452,-47265.8701718
2021,11798.294599,-47470.6110181
2022,11798.294599,-47470.6110181
2023,11593.5537527,-47675.3518644
2024,11388.8129064,-47880.0927106
2025,11184.0720602,-48084.8335569
2026,11184.0720602,-48084.8335569
2027,10979.3312139,-48289.5744032
2028,10774.5903676,-48494.3152494
2029,10569.8495214,-48699.0560957
2030,10365.1086751,-48903.796942
2031,10160.3678288,-49108.5377882
