year,Base case cost,Modeled diesel efficiency
2019,113091.987347,260420.591215
2020,119245.839368,262321.024962
2021,123444.597978,262530.678591
2022,126342.046413,261641.871402
2023,128585.711611,260241.282808
2024,130180.285797,258331.24295
2025,132082.982705,256780.056538
2026,134275.815475,255569.526477
2027,136149.577,254144.025695
2028,137698.010982,252496.106506
2029,140177.851465,251766.536023
2030,141392.355491,249956.596326
2031,143847.170778,249342.510137
2032,146287.909393,248782.323901
2033,148714.571335,248274.474337
2034,151819.259672,248446.61968
2035,153294.964178,247199.98689
2036,155996.903272,247128.773406
2037,157850.331826,246345.425418
2038,160531.937949,246372.816588
