year,Base case cost,Modeled non-residential energy efficiency
2017,44674.1601859,40587.2099281
2018,47352.7104051,42894.251325
2019,51191.9657194,46201.0106605
2020,52977.6658655,47739.0382585
2021,54316.9409751,48892.5589569
2022,55209.7910482,49661.5727559
2023,55924.0711066,50276.783795
2024,56459.7811505,50738.1920744
2025,57174.0612089,51353.4031136
2026,57977.6262747,52045.5155326
2027,58602.6213258,52583.8251919
2028,59227.616377,53122.1348512
2029,59941.8964354,53737.3458904
2030,60388.321472,54121.8527898
2031,61281.1715451,54890.8665888
