year,Base case diesel consumed,Modeled residential energy efficiency
2017,6495.81674459,4646.33029485
2018,6495.81674459,4646.33029485
2019,5473.27235731,3623.78590757
2020,5473.27235731,3623.78590757
2021,5473.27235731,3623.78590757
2022,5473.27235731,3623.78590757
2023,5473.27235731,3623.78590757
2024,5473.27235731,3623.78590757
2025,5473.27235731,3623.78590757
2026,5473.27235731,3623.78590757
2027,5473.27235731,3623.78590757
2028,4450.72797003,2601.24152029
2029,4450.72797003,2601.24152029
2030,4450.72797003,2601.24152029
2031,4450.72797003,2601.24152029
2032,4450.72797003,2601.24152029
2033,4450.72797003,2601.24152029
2034,4450.72797003,2601.24152029
2035,4450.72797003,2601.24152029
2036,3428.18358275,1578.69713301
