year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,45803.13,336770.61,357376.48,26992.02,161074.62,286025.69
2018,49124.72,358129.58,381878.28,28661.74,169558.87,304014.69
2019,53684.81,388032.14,419987.44,30938.98,181436.83,331567.55
2020,56019.58,401559.49,438165.15,32126.17,186810.19,344607.76
2021,57867.65,410815.04,457672.48,33083.04,190486.7,357957.83
2022,59245.36,417934.7,470101.91,33792.17,193314.79,366605.07
2023,60363.77,422918.46,480512.17,34377.35,195294.45,373726.23
2024,61415.06,427190.25,490300.91,34932.03,196991.3,380369.58
2025,62566.78,432174.01,500930.87,35534.98,198970.96,387622.38
2026,63893.63,437869.74,517973.44,36229.23,201233.42,398968.56
2027,65538.76,442853.5,534500.28,37115.14,203213.08,409900.3
2028,66701.06,447125.29,550462.56,37730.47,204909.93,420388.37
2029,68088.61,452821.02,562519.63,38456.43,207172.4,428601.67
2030,69061.97,455668.88,577222.59,38979.7,208303.64,438124.36
2031,70814.95,462076.57,596221.2,39904.48,210848.91,450747.96
2032,72253.17,467772.3,608774.64,40656.45,213111.38,459258.68
2033,73864.23,474179.99,628269.62,41497.25,215656.66,472179.69
2034,75445.78,480587.68,642022.33,42320.02,218201.93,481514.4
2035,76894.07,484859.47,659384.22,43092.52,219898.79,492841.07
2036,78723.37,491267.16,679635.96,44054.14,222444.06,506215.53
2037,80019.47,495538.96,697437.26,44737.95,224140.91,517805.49
2038,81670.78,501946.65,711946.73,45596.05,226686.19,527593.63
2039,83241.21,506930.41,731077.49,46424.95,228665.85,540085.59
2040,85159.87,514050.07,753301.54,47423.47,231493.93,554747.21
