year,Base case cost,Modeled residential energy efficiency
2017,643402.176244,652648.536651
2018,685892.967372,686712.662728
2019,751554.991376,741700.143159
2020,782772.915442,766731.762741
2021,815630.318032,794617.141482
2022,836706.984998,811357.16978
2023,854238.402632,825185.977386
2024,870670.485638,838163.150017
2025,888553.252064,852452.407813
2026,916942.002054,877107.787537
2027,944400.585352,901076.909391
2028,970850.92445,924280.491054
2029,991121.30441,940968.13459
2030,1015346.94841,962428.926905
2031,1046969.15162,990370.521951
2032,1068033.31959,1007992.24222
2033,1100449.31081,1036817.87184
2034,1123536.73061,1056358.47322
2035,1152225.29164,1082120.24483
2036,1185851.48426,1112283.66768
