year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,71196.5705374,52874.0621977
2018,71196.5705374,52874.0621977
2019,71196.5705374,52874.0621977
2020,71196.5705374,52874.0621977
2021,71196.5705374,52874.0621977
2022,71196.5705374,52874.0621977
2023,71196.5705374,52874.0621977
2024,71196.5705374,52874.0621977
2025,71196.5705374,52874.0621977
2026,71196.5705374,52874.0621977
2027,71196.5705374,52874.0621977
2028,71196.5705374,52874.0621977
2029,71196.5705374,52874.0621977
2030,71196.5705374,52874.0621977
2031,71196.5705374,52874.0621977
