year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,739495.0,427762.0,311733.0
2004,,763401.0,458897.0,304504.0
2005,,760176.0,468139.0,292037.0
2006,,766232.0,481934.0,284298.0
2007,,914011.0,533614.0,380397.0
2008,,775180.0,483301.0,291879.0
2009,,804315.0,458985.0,345330.0
2010,,784804.0,435107.0,349697.0
2011,,801640.0,443528.0,358112.0
2012,,737211.0,414939.0,322272.0
2013,,735681.0,411160.0,324521.0
2014,start of forecast,791604.0,456635.0,334968.0
2015,,791916.0,456948.0,334968.0
2016,,792197.0,457228.0,334968.0
2017,,792506.0,457537.0,334968.0
2018,,792821.0,457853.0,334968.0
2019,,793142.0,458173.0,334968.0
2020,,793455.0,458486.0,334968.0
2021,,793823.0,458854.0,334968.0
2022,,794066.0,459098.0,334968.0
2023,,794330.0,459362.0,334968.0
2024,,794611.0,459642.0,334968.0
2025,,794884.0,459916.0,334968.0
2026,,795195.0,460227.0,334968.0
2027,,795757.0,460789.0,334968.0
2028,,796079.0,461111.0,334968.0
2029,,796401.0,461433.0,334968.0
2030,,796726.0,461758.0,334968.0
2031,,797185.0,462217.0,334968.0
2032,,797513.0,462545.0,334968.0
2033,,797868.0,462900.0,334968.0
2034,,798198.0,463230.0,334968.0
2035,,798633.0,463665.0,334968.0
2036,,799082.0,464114.0,334968.0
2037,,799417.0,464449.0,334968.0
2038,,799750.0,464782.0,334968.0
2039,,800157.0,465188.0,334968.0
2040,,800552.0,465584.0,334968.0
