year,Base case cost,Modeled water and wastewater efficiency
2017,72795.1527738,54836.0022109
2018,77786.4635552,58400.3339855
2019,84623.7954061,63295.4152153
2020,88145.7502633,65803.268112
2021,90950.687362,67796.86566
2022,93037.5265699,69271.1080571
2023,94741.1225093,70470.6294131
2024,96347.0849812,71601.0207069
2025,98101.7557488,72839.1490328
2026,100122.859012,74270.8828567
2027,102653.908989,76076.7326752
2028,104431.528807,77334.8305879
2029,106545.040659,78835.6316671
2030,108041.669276,79892.8080738
2031,110719.430199,81804.7628734
